compound,spacegroup_relax,Pearson_symbol_relax,Egap,Egap_type,volume_atom,density,volume_cell,agl_debye,agl_acoustic_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_bulk_modulus_isothermal_300K,agl_bulk_modulus_static_300K,natoms,nspecies,energy_atom,enthalpy_formation_atom
Ge6Ru4Tb6,63,oS32,0.0,metal,20.3822,9.13165,326.115,309.045,122.627,2.05514,46.6352,45.6059,3.40201,3.62612e-05,108.968,111.427,16,3,-5.63023,
Ge6Ru7Sc4,229,cI34,0.0,metal,16.2176,7.96757,275.699,401.973,156.342,2.14356,47.7573,46.7715,4.2252,3.25571e-05,153.156,156.384,17,3,-5.80449,
Ge6Ta10,140,tI32,0.0,metal,17.1406,13.5932,274.25,353.984,140.485,2.02285,45.5219,44.8562,6.25187,2.43395e-05,186.849,189.622,16,2,-8.35386,
Ge6Ta10,140,tI32,0.0,metal,17.1158,13.613,273.852,335.016,132.945,1.99733,45.8576,45.1841,5.44553,2.46812e-05,183.94,186.682,16,2,-8.33387,
Ge6Tb10,193,hP16,0.0,metal,25.6146,8.20393,409.834,277.081,109.928,1.91127,47.2496,46.0689,3.49659,4.41332e-05,67.0931,68.8127,16,2,-5.37423,
Ge6W10,140,tI32,0.0,metal,15.6739,15.0574,250.783,302.048,119.849,2.12742,46.377,45.6895,3.41954,2.34241e-05,227.828,231.256,16,2,-8.05358,
Ge6Y10,193,hP16,0.0,metal,25.2753,5.43897,404.405,347.956,138.104,1.92194,46.1229,44.9918,4.46761,4.32314e-05,67.6902,69.3919,16,2,-6.56541,-0.837034
Ge7Hf6Ni16,225,cF116,0.0,metal,13.2655,10.8693,384.7,365.887,119.128,2.18863,83.022,80.9806,2.23128,3.81022e-05,164.884,169.041,29,3,-4.79901,
Ge7Ni16Sc6,225,cF116,0.0,metal,13.6057,7.22564,394.565,412.091,134.101,2.17762,81.8188,79.4966,2.21504,4.43087e-05,134.649,138.582,29,3,-3.82455,
Ge8,194,hP8,0.0,metal,23.6513,5.0965,189.21,329.987,165.0,2.26676,23.7605,22.6722,3.63824,6.95561e-05,52.905,55.4445,8,1,-4.49498,0.008744
Ge8,206,cI16,0.0,metal,21.7572,5.54017,174.058,314.864,157.5,2.22502,23.8991,22.7848,3.20529,7.21375e-05,54.6678,57.3413,8,1,-4.36307,0.140649
Ge8La4Li4,62,oP16,0.0,metal,21.8568,5.52757,349.71,322.897,128.183,2.04604,47.3017,45.4278,2.61384,6.62354e-05,54.7457,57.0039,16,3,-4.60222,
Ge8W4,62,oP12,0.0,metal,16.2086,11.2362,194.503,411.916,179.958,2.18228,33.5599,32.8732,7.78612,3.1697e-05,159.101,162.425,12,2,-6.46324,
Ge8Y6,63,oS28,0.0,metal,22.3002,5.92595,312.203,333.996,138.581,1.95427,40.672,39.5737,3.84335,4.68917e-05,72.0158,74.0144,14,2,-6.15269,-0.809208
H10K6Zn2,140,tI36,3.6969,insulator-indirect,17.4127,1.98902,313.428,342.04,130.497,1.78745,57.7606,50.9997,1.03544,0.000235705,16.4322,18.6106,18,3,-2.52914,
H10La4,109,tI28,0.0,metal,12.7617,5.25773,178.664,371.081,153.933,1.82581,40.9107,39.0798,2.58759,8.42815e-05,63.7632,66.7505,14,2,-4.33682,
H10Rb6Zn2,140,tI36,3.2704,insulator-indirect,20.065,3.00525,361.169,245.756,93.8666,1.83745,60.1667,52.4774,0.660311,0.000251743,14.1978,16.2781,18,3,-2.47003,
H12Mg4Na4,62,oP20,3.3,insulator-direct,11.1594,1.49749,223.189,587.592,216.621,1.70848,54.2537,50.2013,2.25774,0.000155711,32.171,34.7679,20,3,-2.82229,-0.208709
H14Th2Zr4,227,cF80,0.0,metal,10.3803,6.74328,207.606,349.901,128.941,1.84737,58.3621,56.2486,1.62186,6.70246e-05,100.993,104.787,20,3,-5.12796,
H1Ho1Se1,187,hP3,1.4943,insulator-indirect,16.3731,8.2791,49.1193,356.087,246.837,1.92935,8.69486,8.41429,12.3913,5.70819e-05,78.8052,81.4329,3,3,-5.25082,-1.43826
H1K1,225,cF8,3.4369,insulator-direct,22.5517,1.47656,45.1034,274.099,217.474,1.85732,7.49674,5.80781,2.25259,0.000443536,7.73697,9.9869,2,2,-2.43831,-0.1969
H1Li1,225,cF8,2.9617,insulator-direct,7.97662,0.827385,15.9532,744.365,590.513,1.6045,4.95908,4.51679,9.01672,0.00020209,27.9353,30.6707,2,2,-3.05451,-0.408819
H1Mg1Ni1,123,tP3,0.0,metal,10.1122,4.59809,30.3365,491.81,341.134,1.94069,8.29461,7.92432,9.54422,7.95967e-05,84.1359,88.0674,3,3,-2.54676,
H1Na1,225,cF8,3.7942,insulator-indirect,13.8442,1.4392,27.6884,451.626,358.753,1.81783,6.2716,5.42971,5.44407,0.000274194,16.7425,19.3385,2,2,-2.54525,-0.194388
H1Ni1,225,cF8,0.0,metal,6.14881,8.06097,12.2976,506.742,402.406,2.17105,5.4911,5.24146,9.67705,7.25126e-05,169.646,177.726,2,2,-2.75089,
H1Pd1,225,cF8,0.0,metal,8.61201,10.355,17.224,297.02,235.729,2.40152,6.03663,5.7304,3.1288,7.29269e-05,147.597,155.484,2,2,-3.1067,
H1Pd3Tl1,221,cP5,0.0,metal,13.8925,12.5404,69.4623,256.963,150.295,2.70508,15.3338,14.498,1.94174,6.91957e-05,111.841,118.288,5,3,-3.04927,
H1Rb1,225,cF8,2.9084,insulator-direct,27.2165,2.63804,54.433,186.074,147.628,1.84361,6.88033,5.90873,1.62749,0.000289851,8.80625,10.2543,2,2,-2.33155,-0.157203
H1Rh1,225,cF8,0.0,metal,8.24784,10.4605,16.4957,446.951,354.784,2.41126,5.63007,5.40195,10.0807,5.77723e-05,184.407,192.194,2,2,-3.65087,
H1Se1Y1,187,hP3,1.5176,insulator-indirect,16.7674,5.57473,50.3023,419.174,290.518,1.91788,8.46673,8.19934,14.2347,5.62361e-05,75.591,78.0561,3,3,-5.88364,-1.43958
H1Ta2,21,oS6,0.0,metal,13.4213,14.9666,40.264,288.968,200.381,1.80675,8.73286,8.60234,10.5731,2.77982e-05,190.603,193.495,3,2,-8.01106,
H24U8,223,cP32,0.0,metal,9.52275,10.5085,304.728,374.98,118.118,2.15454,95.267,89.2845,1.45192,0.000101241,84.378,90.0317,32,2,-5.07423,
H2Hf1,139,tI6,0.0,metal,8.69861,11.486,26.0958,248.977,172.647,1.83086,9.004,8.70829,2.83377,6.11464e-05,136.141,140.764,3,2,-6.05283,-0.477621
H2Hf2Pd1,139,tI10,0.0,metal,12.5128,12.3523,62.5639,227.964,133.335,1.91874,14.9718,14.5895,2.43731,4.49265e-05,136.518,140.096,5,3,-6.3747,
H2Ho1,225,cF12,0.0,metal,11.3811,8.11932,34.1434,379.105,262.784,1.82998,8.70179,8.34347,10.173,7.73911e-05,77.8343,81.177,3,2,-4.46933,-0.688877
H2In2O4,58,oP8,2.0422,insulator-direct,10.0426,6.11075,80.3411,516.98,258.5,2.1279,21.5261,20.8323,6.12877,5.18324e-05,144.924,149.75,8,3,-5.40702,
H2La1,225,cF12,0.0,metal,15.3491,5.08186,46.0472,336.109,232.969,1.81717,8.86184,8.48247,6.7022,8.05388e-05,56.5538,59.0831,3,2,-4.43888,
H2Mg1Ni1,123,tP4,0.0,metal,8.4855,4.15897,33.942,549.319,345.848,1.90083,10.7559,10.2452,8.17608,8.67207e-05,88.2167,92.6147,4,3,-2.80028,
H2Nb1,225,cF12,0.0,metal,7.96516,6.59631,23.8955,565.898,392.442,1.87083,7.80967,7.59928,16.2956,4.90845e-05,163.7,168.232,3,2,-5.29576,
H2Pd1Zr2,139,tI10,0.0,metal,12.9934,7.43419,64.9671,318.116,185.968,1.94009,14.6015,14.2096,4.09036,4.69307e-05,123.278,126.678,5,3,-5.83006,
H2Pu1,225,cF12,0.0,metal,12.622,10.7912,37.8661,187.041,129.659,1.62984,9.25219,8.83772,2.38881,9.42827e-05,54.8821,57.456,3,2,-7.33168,
H2Sc1,225,cF12,0.0,metal,9.43657,2.75518,28.3097,713.71,495.06,1.78662,7.15273,6.89493,19.1495,6.96979e-05,82.2205,85.2947,3,2,-4.59552,
H2Si6Y10,193,hP18,0.0,metal,21.6222,4.52079,389.199,417.906,159.497,1.86675,50.3743,49.1851,5.14818,4.28662e-05,75.2958,77.1163,18,3,-6.50819,-0.733365
H2Ta1,225,cF12,0.0,metal,7.89345,12.83,23.6804,370.996,257.237,1.88914,8.60932,8.36424,8.61554,5.13173e-05,175.975,181.131,3,2,-5.67501,
H2Tb1,225,cF12,0.0,metal,11.9076,7.48117,35.7229,374.006,259.317,1.82568,8.71957,8.36145,9.61757,7.73435e-05,74.4155,77.6027,3,2,-4.48072,
H2Th1,139,tI6,0.0,metal,14.543,8.90823,43.6289,187.074,129.659,1.87756,9.1365,8.83428,1.74416,5.99075e-05,87.1836,90.1661,3,2,-4.81895,
H2Ti2,131,tP4,0.0,metal,10.4931,3.86985,41.9725,523.903,330.099,1.82814,10.6802,10.3763,9.50856,5.31377e-05,114.613,117.97,4,2,-4.46254,
H2V1,225,cF12,0.0,metal,6.33539,4.6268,19.0062,712.999,494.367,1.93875,7.15436,6.90223,15.6993,6.26734e-05,149.177,154.626,3,2,-4.53453,
H2W2,194,hP4,0.0,metal,9.06572,16.9299,36.2629,477.897,301.121,1.95888,10.7978,10.6193,22.2359,2.84814e-05,274.849,279.469,4,2,-6.77461,
H2Y1,225,cF12,0.0,metal,11.7252,4.29215,35.1757,506.226,350.841,1.7639,8.16493,7.86474,14.4738,7.1556e-05,73.8657,76.6851,3,2,-5.10726,-0.695307
H2Zr1,139,tI6,0.0,metal,9.20357,5.60731,27.6107,331.975,230.196,1.83492,8.78599,8.49001,3.53136,6.2707e-05,121.54,125.777,3,2,-5.65518,-0.549731
H30Th8,220,cI76,0.0,metal,10.5759,7.79494,401.886,338.091,100.536,1.83332,111.74,107.359,1.14735,7.32581e-05,90.3024,93.987,38,2,-4.36748,
H3K1Mg1,221,cP5,2.4977,insulator-indirect,12.8619,1.71521,64.3097,555.912,325.151,1.729,13.833,12.7875,6.53416,0.00015581,28.6029,30.9416,5,3,-2.82473,-0.25493
H3Li1Sr1,221,cP5,1.8148,insulator-indirect,19.8115,1.63585,99.0575,287.014,167.839,1.70791,15.9071,14.4034,1.54969,0.000196152,16.9046,18.6693,5,3,-2.77495,-0.0254292
H3Mg1Ni1,221,cP5,0.0,metal,7.28104,3.92354,36.4052,493.276,288.308,1.86197,13.9204,13.21,4.10267,9.51107e-05,94.8281,99.9284,5,3,-2.91708,
H3Ni1Yb1,221,cP5,0.0,metal,8.6859,8.97588,43.4295,381.896,223.395,1.94064,14.7412,13.9054,5.01748,0.000101834,82.4807,87.4387,5,3,-3.12702,
H3Pd1Yb1,221,cP5,0.0,metal,10.2538,9.14863,51.2691,308.223,180.119,2.03051,15.1478,14.2828,3.03113,9.7356e-05,78.7843,83.5556,5,3,-3.28627,
H4In4O8,198,cP16,1.7007,insulator-indirect,9.7509,6.29357,156.014,553.918,219.855,2.12777,42.193,40.8287,4.70357,5.20257e-05,145.48,150.341,16,3,-5.37395,
H4In4O8,205,cP16,1.7219,insulator-indirect,9.64955,6.35968,154.393,538.785,213.902,2.12241,42.5378,41.174,4.3398,5.1703e-05,148.798,153.727,16,3,-5.36846,
H4Mg2,136,tP6,3.7446,insulator-indirect,10.0407,1.45099,60.2439,703.057,386.876,1.68476,14.7166,13.9102,7.54015,0.00011441,43.716,46.2504,6,2,-2.96627,-0.177546
H4N4Sr4,62,oP12,1.7276,insulator-direct,12.364,4.59477,148.368,438.886,191.751,1.94791,33.9437,32.5225,3.44335,7.40328e-05,78.399,81.8251,12,3,-4.85265,-0.389787
H4Sr2,194,hP6,1.3052,insulator-indirect,13.6933,3.62328,82.1598,363.224,199.767,1.72798,17.9731,16.8182,3.66762,0.000129949,35.953,38.4219,6,2,-3.30712,-0.48837
H6Li2Pt1,225,cF36,2.6793,insulator-indirect,8.17971,4.85005,73.6174,569.858,274.027,1.82257,24.0457,22.7745,6.4911,0.000101203,73.6496,77.7608,9,3,-3.4401,
H6Na2Pt1,225,cF36,3.4738,insulator-indirect,10.8827,4.18961,97.9441,463.359,222.587,1.84753,25.6363,24.1489,4.25043,0.000109438,55.8349,59.2741,9,3,-3.30769,
H6Os1Sr2,225,cF36,2.8831,insulator-indirect,12.2197,5.60907,109.977,412.192,198.069,1.90334,25.8604,24.6946,4.37482,8.16607e-05,70.5139,73.8429,9,3,-4.13121,
H6Pd2Ti4,123,tP12,0.0,metal,9.48479,5.98822,113.818,446.796,195.245,2.02198,33.6181,32.3963,3.07578,6.15824e-05,126.127,130.883,12,3,-4.12459,
H6Ru1Sr2,225,cF36,2.8478,insulator-indirect,12.1033,4.30429,108.93,450.849,216.818,1.90976,25.54,24.277,4.32425,8.98288e-05,63.4251,66.7248,9,3,-3.89456,
H6Y2,63,oS16,0.0,metal,9.54033,4.00019,76.3227,553.683,277.0,1.70918,21.2722,20.4257,7.50123,8.04689e-05,75.227,78.3447,8,2,-4.74033,-0.58478
H8Mg4,205,cP12,2.6577,insulator-indirect,9.15033,1.59217,109.804,731.559,319.73,1.67752,28.7541,27.2393,5.22643,0.000110372,48.5811,51.2828,12,2,-2.93478,-0.146051
H8Mg4,62,oP12,1.9286,insulator-indirect,8.12395,1.79333,97.4874,660.595,288.718,1.65352,30.2511,28.6722,3.81247,0.000110509,56.9082,60.042,12,2,-2.88354,-0.0948159
H8Sr4,62,oP12,3.1424,insulator-indirect,14.7804,3.35678,177.365,354.051,154.624,1.72677,36.0871,33.7553,2.19214,0.000130659,33.5103,35.8252,12,2,-3.35341,-0.534669
H8W4,62,oP12,0.0,metal,7.09055,14.5093,85.0866,394.127,172.095,1.98299,34.0853,33.15,3.60283,4.69854e-05,223.69,230.001,12,2,-5.4452,
H9La4,139,tI26,0.0,metal,13.9247,5.18005,181.02,348.161,148.001,1.81677,38.2634,36.5967,2.50847,8.22801e-05,60.2467,62.9905,13,2,-4.38659,
He8Ne4,194,hP12,14.2694,insulator-indirect,15.4416,1.01028,185.299,62.8615,27.081,0.00210114,35.9224,35.9206,0.0423603,-3.17165e-06,30.5384,30.5399,12,2,-0.0059735,-0.153071
Hf10Ir6,193,hP16,0.0,metal,18.7542,16.2598,300.067,158.009,62.7023,1.93376,48.0247,47.3525,0.827062,2.43423e-05,172.01,174.452,16,2,-9.28499,
Hf10Sb6Zn2,193,hP18,0.0,metal,20.5251,11.8934,369.452,285.038,108.748,2.08756,52.8541,51.694,3.1339,3.55184e-05,113.138,115.677,18,3,-7.4371,
Hf10Si6,193,hP16,0.0,metal,18.5468,10.9309,296.749,356.058,141.279,1.89218,45.556,44.8363,6.57181,2.80975e-05,139.896,142.141,16,2,-8.99948,-0.744989
Hf10Sn6,193,hP16,0.0,metal,22.4213,11.5583,358.74,229.057,90.8787,1.99533,47.5741,46.657,2.12168,3.25814e-05,109.418,111.569,16,2,-7.92296,
Hf10Sn8,193,hP18,0.0,metal,22.2577,11.3334,400.639,268.025,102.261,2.02863,53.0713,51.9616,2.94461,3.47564e-05,104.188,106.413,18,2,-7.50939,
Hf12N4Zn12,227,cF112,0.0,metal,15.5012,11.4104,434.033,357.94,117.895,1.96104,80.0761,78.4101,3.49893,3.58551e-05,135.68,138.563,28,3,-6.34565,
Hf12P8,62,oP20,0.0,metal,18.0561,10.9883,361.123,337.054,124.152,1.93876,57.3561,56.4292,4.41647,2.80706e-05,148.528,150.968,20,2,-9.29213,-1.19071
Hf16Ir8,227,cF96,0.0,metal,19.6149,15.4979,470.758,223.021,77.3098,1.88334,71.0207,70.0774,1.90249,2.36258e-05,163.368,165.567,24,2,-9.37145,
Hf16Pd8,227,cF96,0.0,metal,19.9139,12.8798,477.935,191.013,66.216,1.86303,71.7534,70.592,1.0386,2.9157e-05,129.674,131.808,24,2,-7.90675,
Hf16Rh8,227,cF96,0.0,metal,19.4804,13.0671,467.529,227.995,79.0432,1.79916,70.9604,69.99,1.87758,2.55261e-05,144.83,146.838,24,2,-8.55006,
Hf1In1Ni2,225,cF16,0.0,metal,15.1549,11.25,60.6194,282.949,178.279,2.13218,11.8011,11.4975,5.06415,4.08404e-05,134.896,138.458,4,3,-4.53958,
Hf1Ir3,221,cP4,0.0,metal,15.2495,20.5574,60.9979,372.019,234.345,2.22778,11.2934,11.1374,19.2074,2.08661e-05,267.371,271.118,4,2,-7.85519,
Hf1N1,221,cP2,0.0,metal,11.1761,14.3005,22.3523,298.939,237.316,1.97739,5.82114,5.717,9.42413,3.05081e-05,228.231,232.388,2,2,-9.90085,-0.765028
Hf1N1,225,cF8,0.0,metal,11.6813,13.6821,23.3625,490.034,388.913,2.01435,5.35462,5.27749,40.4833,2.40962e-05,259.23,263.019,2,2,-10.8938,-1.75802
Hf1Ni2Si2,139,tI10,0.0,metal,13.4241,8.70936,67.1207,409.047,239.185,2.06157,14.0066,13.7126,9.32441,3.4467e-05,166.694,170.268,5,3,-5.71329,
Hf1Ni2Sn1,225,cF16,0.0,metal,15.4295,11.1539,61.7178,286.057,180.169,2.16253,11.7817,11.4854,5.13884,3.93545e-05,139.928,143.538,4,3,-4.85491,
Hf1O2,225,cF12,3.8049,insulator-direct,10.8912,10.6975,32.6735,483.947,335.587,1.98761,8.07004,7.93954,21.8378,2.74772e-05,240.678,244.634,3,2,-10.091,-3.48589
Hf1O3Pb1,221,cP5,2.4164,insulator-indirect,14.3499,10.0371,71.7495,397.035,232.167,2.06793,14.0847,13.7856,10.6517,3.47602e-05,156.732,160.132,5,3,-8.24987,-2.55965
Hf1O3Sr1,221,cP5,3.7303,insulator-indirect,14.2056,7.34344,71.0279,492.136,287.723,2.03861,13.4563,13.1838,15.1081,3.36466e-05,153.898,157.079,5,3,-8.66617,-3.38019
Hf1Os1,221,cP2,0.0,metal,17.2218,17.7747,34.4437,333.965,265.096,1.9514,5.71421,5.64709,29.9254,2.02461e-05,216.708,219.284,2,2,-9.81095,
Hf1Os3,221,cP4,0.0,metal,15.6624,19.8548,62.6497,306.933,193.398,2.40356,11.6013,11.405,9.16338,2.379e-05,251.864,256.201,4,2,-8.64618,
Hf1Pd1Sn1,216,cF12,0.1759,insulator-indirect,21.5151,10.3828,64.5453,267.064,185.127,2.2158,8.87258,8.66275,6.96467,3.60417e-05,113.244,115.987,3,3,-6.07931,
Hf1Pd3,221,cP4,0.0,metal,15.9239,12.9747,63.6957,300.054,188.988,2.33258,11.7178,11.4347,6.10995,3.50989e-05,162.686,166.713,4,2,-5.29717,
Hf1Pd5,65,oS12,0.0,metal,15.7095,12.5168,94.2569,295.021,162.345,2.42562,17.6907,17.1873,3.86585,3.97418e-05,151.519,155.957,6,2,-4.44575,
Hf1Pt1,221,cP2,0.0,metal,18.1726,17.0682,36.3451,165.015,130.961,2.0431,6.00997,5.91237,3.36852,2.67157e-05,170.674,173.492,2,2,-7.73417,
Hf1Pt3,221,cP4,0.0,metal,16.0495,19.7554,64.1978,303.927,191.508,2.33579,11.6249,11.4151,9.74129,2.60687e-05,217.972,221.978,4,2,-6.26675,
Hf1Rh1,221,cP2,0.0,metal,17.2277,13.5615,34.4555,194.967,154.772,1.93981,5.96863,5.8773,4.60807,2.65086e-05,171.132,173.791,2,2,-7.80021,
Hf1Rh3,221,cP4,0.0,metal,15.1333,13.365,60.5334,385.038,242.535,2.20104,11.273,11.0793,14.0859,2.63427e-05,208.947,212.599,4,2,-6.21143,
Hf1Ru1,221,cP2,0.0,metal,16.9776,13.6715,33.9553,349.029,277.001,1.93317,5.69513,5.61881,26.312,2.33246e-05,188.01,190.564,2,2,-8.75032,
Hf1Ru1Sb1,216,cF12,0.0,metal,20.7966,10.6811,62.3897,253.035,175.42,2.11572,8.85922,8.69384,6.43126,2.97506e-05,136.162,138.752,3,3,-7.15986,
Hf1Ru3,221,cP4,0.0,metal,15.5625,12.8495,62.2501,311.973,196.548,1.73607,11.513,11.3826,12.5399,2.19548e-05,197.264,199.525,4,2,-7.07642,
Hf1S2,164,hP3,1.2229,insulator-indirect,24.6013,5.45857,73.8039,368.979,255.85,1.88153,8.53248,8.36601,16.4838,3.49966e-05,83.7354,85.4015,3,2,-7.65158,-1.58303
Hf1Tc1,221,cP2,0.0,metal,17.4153,13.2248,34.8305,282.962,224.617,1.90663,5.82625,5.74536,14.4648,2.44627e-05,176.52,179.005,2,2,-9.02396,
Hf2,194,hP2,0.0,metal,22.429,13.2146,44.858,237.997,188.901,1.54506,5.88958,5.8183,19.0675,2.62143e-05,105.173,106.461,2,1,-9.9533,-0.000357
Hf2Hg1,139,tI6,0.0,metal,21.8471,14.1264,65.5414,214.99,149.073,2.00368,8.95898,8.7781,6.27694,3.39685e-05,108.503,110.738,3,2,-6.85595,-0.120378
Hf2La6Sb10,193,hP18,0.0,metal,29.0213,7.65421,522.384,226.028,86.2351,1.9675,53.8969,52.5397,1.81641,4.34149e-05,62.4707,64.0845,18,3,-5.9573,
Hf2Mo4,227,cF24,0.0,metal,18.3148,11.1934,109.889,302.039,166.197,1.87697,17.3379,17.1317,7.9128,2.12431e-05,189.139,191.414,6,2,-8.82106,
Hf2N4,194,hP6,0.5872,insulator-indirect,11.6592,9.80361,69.9553,371.981,204.719,1.91882,16.9796,16.7051,6.7576,2.8416e-05,221.371,225.009,6,2,-9.63214,-0.768695
Hf2Ni4,227,cF24,0.0,metal,13.4132,12.2095,80.479,325.975,179.405,2.03665,17.3844,17.0048,6.04035,3.62147e-05,160.03,163.602,6,2,-4.99677,
Hf2Ni4Sb2,194,hP8,0.0,metal,15.6109,11.1056,124.888,308.037,154.0,2.18465,23.3904,22.8129,3.99908,3.82401e-05,142.764,146.378,8,3,-5.0454,
Hf2O6Sr2,140,tI20,4.0765,insulator-indirect,13.8885,7.5111,138.885,504.09,233.936,2.0447,26.7381,26.196,10.0884,3.36091e-05,156.678,159.92,10,3,-8.693,-3.40701
Hf2O6Sr2,127,tP10,3.6832,insulator-indirect,13.9583,7.47352,139.583,506.877,235.329,2.04575,26.6957,26.1552,10.2726,3.35589e-05,156.03,159.254,10,3,-8.68638,-3.4004
Hf2O8Si2,141,tI24,5.2995,insulator-indirect,10.9854,6.81658,131.825,603.116,263.385,1.9727,30.1628,29.6857,10.9772,2.71111e-05,223.788,227.385,12,3,-9.05986,-3.20965
Hf2Pd1,139,tI6,0.0,metal,19.4499,13.1871,58.3497,247.997,171.954,1.96823,8.87022,8.70744,8.0095,3.13937e-05,128.432,130.833,3,2,-8.01874,
Hf2Pt2,63,oS8,0.0,metal,18.6313,16.6479,74.5251,229.005,144.261,2.09661,11.8576,11.665,5.40683,2.60679e-05,172.688,175.54,4,2,-7.89245,
Hf2Si2V2,129,tP6,0.0,metal,16.1991,8.79922,97.1943,382.03,210.223,1.87323,16.9067,16.6417,10.7395,2.81645e-05,156.2,158.687,6,3,-7.98128,
Hf2Si4,63,oS12,0.0,metal,16.3995,7.92023,98.3971,446.898,245.994,1.98471,16.5071,16.1727,13.8866,3.45794e-05,129.094,131.763,6,2,-7.50085,-0.56738
Hf2W4,227,cF24,0.0,metal,18.6749,16.1888,112.049,298.991,164.546,1.82733,17.3163,17.1449,12.0792,1.81664e-05,211.304,213.417,6,2,-10.5025,
Hf2Zn1,139,tI6,0.0,metal,19.7224,11.8536,59.1672,275.954,191.368,1.72043,8.78828,8.63776,13.5649,3.33185e-05,103.958,105.769,3,2,-6.9245,
Hf2Zn4,227,cF24,0.0,metal,16.2439,10.5377,97.4637,312.01,171.7,2.01735,17.6285,17.0949,5.99976,5.08225e-05,95.1927,98.1642,6,2,-3.80664,
Hf3,191,hP3,0.0,metal,22.2116,13.3439,66.6349,251.992,174.727,1.65818,8.81986,8.69599,14.7496,2.84052e-05,104.782,106.275,3,1,-9.90891,0.044032
Hf3Ir3Sn3,189,hP9,0.0,metal,19.2716,14.0564,173.444,252.025,121.149,2.1494,26.5665,26.0926,3.50809,2.79109e-05,159.531,162.429,9,3,-7.19317,
Hf3Mo3P3,189,hP9,0.0,metal,15.8666,10.6541,142.799,439.082,211.049,2.02929,24.7053,24.3462,12.2959,2.41109e-05,197.116,200.023,9,3,-8.761,
Hf3Os3Si3,189,hP9,0.0,metal,15.7642,13.9316,141.878,380.946,183.166,2.02857,25.3166,24.9696,10.4238,2.27203e-05,216.05,219.052,9,3,-8.66713,
Hf3P3Ru3,189,hP9,0.0,metal,15.0469,11.4233,135.422,382.972,184.127,2.12224,25.3595,24.9508,7.39492,2.55812e-05,210.386,213.832,9,3,-8.12692,
Hf3Re3Si3,189,hP9,0.0,metal,15.9236,13.6531,143.313,409.959,197.107,1.97528,24.983,24.6592,13.6777,2.2076e-05,211.271,214.045,9,3,-9.10581,
Hf3Rh3Sn3,189,hP9,0.0,metal,19.0663,11.6149,171.596,254.946,122.591,2.18908,26.6263,26.0711,2.84684,3.21239e-05,142.309,145.34,9,3,-6.51901,
Hf3Ru3Si3,189,hP9,0.0,metal,15.6627,10.8721,140.964,410.995,197.588,2.03731,25.0371,24.6542,10.0367,2.53063e-05,193.051,196.049,9,3,-7.99156,
Hf4Ho4O14,227,cF88,3.1166,insulator-indirect,13.0888,9.21326,287.954,471.953,168.449,1.98485,59.6499,58.5868,5.91332,3.0352e-05,182.309,185.617,22,3,-9.36745,-3.58915
Hf4Ir4Si4,62,oP12,0.0,metal,15.7571,14.0088,189.085,375.96,164.233,2.05897,33.8462,33.3521,8.04569,2.38865e-05,208.819,211.913,12,3,-8.24589,
Hf4La4O14,227,cF88,4.4648,insulator-direct,14.5728,7.73588,320.602,465.086,165.951,2.0226,59.8796,58.7797,5.26227,3.07248e-05,164.917,168.003,22,3,-9.3467,
Hf4Mo4Si4,62,oP12,0.0,metal,16.759,9.99143,201.108,414.049,180.831,1.95375,33.304,32.8339,9.32538,2.43003e-05,180.419,183.002,12,3,-8.51691,
Hf4N8,205,cP12,1.1833,insulator-indirect,11.239,10.1702,134.868,478.988,209.223,1.90707,32.334,31.8354,9.10177,2.72769e-05,226.201,229.743,12,2,-9.67281,-0.809365
Hf4Nb4P4,62,oP12,0.0,metal,16.9549,9.87127,203.458,406.984,177.774,1.99383,33.4285,32.9238,8.50785,2.55171e-05,173.445,176.104,12,3,-8.96224,
Hf4Ni4P4,62,oP12,0.0,metal,13.7593,10.7874,165.112,401.932,175.59,2.09634,33.6669,33.0042,6.09346,3.17673e-05,179.836,183.447,12,3,-6.84798,
Hf4Ni4Si4,62,oP12,0.0,metal,14.5736,10.0749,174.883,421.93,184.325,1.98866,33.3326,32.7189,7.97061,3.1283e-05,162.278,165.322,12,3,-6.64108,
Hf4Ni4Sn2,127,tP10,0.0,metal,16.9731,11.604,169.731,304.926,141.568,2.03119,29.1424,28.5353,4.57668,3.46457e-05,134.906,137.776,10,3,-6.01013,
Hf4Ni6Si8,64,oS36,0.0,metal,13.4223,8.87161,241.602,442.104,168.655,2.09131,49.6891,48.6302,4.94141,3.45333e-05,166.327,169.949,18,3,-6.02016,
Hf4O12Sr4,62,oP20,4.1653,insulator-indirect,13.895,7.5076,277.899,489.038,180.149,2.04194,53.9209,52.8191,5.81689,3.38997e-05,156.609,159.876,20,3,-8.6992,-3.41322
Hf4O12Sr4,63,oS40,3.9614,insulator-indirect,13.9038,7.50283,278.076,477.945,176.097,2.0481,54.2185,53.1003,5.40067,3.41452e-05,156.387,159.68,20,3,-8.69477,-3.40879
Hf4O14Y4,227,cF88,3.3362,insulator-indirect,13.2511,7.36826,291.525,521.062,185.936,1.98906,58.1318,57.1132,6.43897,2.97851e-05,179.014,182.207,22,3,-9.69513,-3.57238
